model,map_type,normalised,use_other,content_normalised,reference,checkpoint,depth_bin,mean,se_across,n_datasets,mean_pooled,se_pooled,n_obs
JointSheafParams,identity,False,False,False,zero,epoch-15,last,3.966789658979972,2.0675634947864343,10,3.9667896589799714,0.6611879751671708,100
JointSheafParams,identity,False,False,False,zero,epoch-15,middle,2.654588941706087,1.4803156339775183,8,2.7262199264360643,0.32533614290038326,190
JointSheafParams,identity,False,False,False,zero,epoch-200,first,0.0,0.0,10,0.0,0.0,100
JointSheafParams,identity,False,False,False,zero,epoch-200,last,0.5744710198902575,0.2517520290324363,10,0.5744710198902575,0.09553309157974435,100
JointSheafParams,identity,False,False,False,zero,epoch-200,middle,0.5232668925447166,0.2110293322235836,8,0.6312599520838382,0.07025443840999321,190
JointSheafParams,identity,False,False,False,zero,epoch-5,first,0.0,0.0,10,0.0,0.0,100
JointSheafParams,identity,False,False,False,zero,epoch-5,last,4.010957760458574,1.9726236959322405,10,4.010957760458574,0.605517834445348,100
JointSheafParams,identity,False,False,False,zero,epoch-5,middle,2.717743504577427,1.5181063749802108,8,2.7496215356556695,0.3260664248544568,190
JointSheafParams,identity,False,False,False,zero,epoch-50,first,0.0,0.0,10,0.0,0.0,100
JointSheafParams,identity,False,False,False,zero,epoch-50,last,2.5445495257187583,1.4678911449061427,10,2.5445495257187587,0.5030874349379497,100
