model,map_type,normalised,use_other,content_normalised,dataset,stalk_dim,layers,checkpoint,layer,depth_bin,fold,reference,wasserstein,direction
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-0,1,middle,9,zero,0.006505620529532524,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-0,2,middle,9,topological,0.4413532332323761,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-0,2,middle,9,zero,0.0051845261725837685,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-0,3,middle,9,topological,0.40797598938805424,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-0,3,middle,9,zero,0.006900097237445493,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-0,4,last,9,topological,0.53631826735662,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-0,4,last,9,zero,0.007276680970610125,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,0,topological,0.4003076427546466,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,0,zero,0.014407476795449426,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,0,topological,0.43279989326808604,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,0,zero,0.01549064652822955,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,0,topological,0.6321616711657146,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,0,zero,0.017577847035988376,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,0,topological,0.6801000569510233,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,0,zero,0.03695554604639151,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,0,topological,0.644714194086116,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,0,zero,0.075479553442378,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,1,topological,0.41485146890556307,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,1,zero,0.008238915819638764,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,1,topological,0.42756562663990855,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,1,zero,0.007087181022730388,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,1,topological,0.6159084433930231,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,1,zero,0.010164975332005732,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,1,topological,0.6772819116683079,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,1,zero,0.01549671721070875,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,1,topological,0.6998769697648476,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,1,zero,0.03399628753445339,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,2,topological,0.40154223448675835,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,2,zero,0.006060719281227547,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,2,topological,0.43152046898672153,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,2,zero,0.006310132892348995,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,2,topological,0.48175420514222705,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,2,zero,0.0067629439204838476,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,2,topological,0.6683663718437447,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,2,zero,0.01015302941229398,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,2,topological,0.695602622160419,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,2,zero,0.016954340133084955,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,3,topological,0.37230708437280424,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,3,zero,0.014292390473426305,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,3,topological,0.4538336678360347,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,3,zero,0.01082908087905689,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,3,topological,0.6397658442179537,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,3,zero,0.016450454301335023,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,3,topological,0.6850107791658729,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,3,zero,0.03294735133288667,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,3,topological,0.662078702694932,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,3,zero,0.06049015827838752,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,4,topological,0.3752187472303684,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,4,zero,0.015305480890443002,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,4,topological,0.3984690767766937,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,4,zero,0.016305245811862594,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,4,topological,0.6352634478184116,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,4,zero,0.020324725885135852,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,4,topological,0.6724258097028182,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,4,zero,0.0474463317391461,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,4,topological,0.635114990895812,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,4,zero,0.08464083678747855,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,5,topological,0.3636117892525985,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,5,zero,0.010783374336097676,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,5,topological,0.4206160899765409,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,5,zero,0.00920058169036332,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,5,topological,0.5277145016457306,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,5,zero,0.008155668472927582,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,5,topological,0.673629102915031,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,5,zero,0.017884809398314425,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,5,topological,0.6961154053312485,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,5,zero,0.03882118608760127,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,6,topological,0.4035744160076981,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,6,zero,0.007881249674734764,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,6,topological,0.44161542656162867,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,6,zero,0.00975638882808802,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,6,topological,0.614384830909326,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,6,zero,0.014693069566690947,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,6,topological,0.6859773241293358,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,6,zero,0.01744319275494049,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,6,topological,0.6948062935219722,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,6,zero,0.0353018255406841,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,7,topological,0.4039573476560581,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,7,zero,0.01122512652383403,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,7,topological,0.4725841369471665,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,7,zero,0.00946130777885161,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,7,topological,0.670272784182554,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,7,zero,0.012773044391607915,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,7,topological,0.6924613763204256,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,7,zero,0.02425703071745378,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,7,topological,0.6823897513401534,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,7,zero,0.05166824551805897,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,8,topological,0.3756214619938373,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,8,zero,0.01084680329384277,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,8,topological,0.4339486949094695,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,8,zero,0.01114115318745602,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,8,topological,0.6310200596705358,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,8,zero,0.010934436880069695,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,8,topological,0.6928003082046323,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,8,zero,0.025938590026986185,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,8,topological,0.6737314798330629,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,8,zero,0.05389349674480859,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,9,topological,0.4046647399098907,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,0,first,9,zero,0.00997975396434685,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,9,topological,0.4483914041089763,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,1,middle,9,zero,0.010458768759163886,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,9,topological,0.6607305135981355,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,2,middle,9,zero,0.011642600335656183,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,9,topological,0.6935990684468464,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,3,middle,9,zero,0.02274466723778453,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,9,topological,0.6814165410868434,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-1,4,last,9,zero,0.05074705153473793,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,0,topological,0.39084792618725894,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,0,zero,0.0203824349468159,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,0,topological,0.5576151976046787,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,0,zero,0.02821809209159102,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,0,topological,0.6252410806706868,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,0,zero,0.05850547377983687,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,0,topological,0.5607009553174992,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,0,zero,0.11839919431630812,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,0,topological,0.46310287085689444,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,0,zero,0.1800759327920397,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,1,topological,0.389213873020422,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,1,zero,0.027175785663772573,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,1,topological,0.5118431187283459,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,1,zero,0.0286846335441931,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,1,topological,0.6400247535690509,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,1,zero,0.055130502996554656,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,1,topological,0.5953487478373282,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,1,zero,0.0991982818913764,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,1,topological,0.5013767948223439,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,1,zero,0.15200125171519216,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,2,topological,0.38932803553809336,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,2,zero,0.0173162811783538,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,2,topological,0.542143147879715,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,2,zero,0.014180820430075305,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,2,topological,0.6268937991852457,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,2,zero,0.022550000854051126,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,2,topological,0.6659287283204123,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,2,zero,0.039504795622009085,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,2,topological,0.6224368114658863,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,2,zero,0.07881203491762913,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,3,topological,0.35713980363259423,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,3,zero,0.036605330273965744,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,3,topological,0.49433350453285685,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,3,zero,0.0444208917578304,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,3,topological,0.5853061368010943,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,3,zero,0.08365705361632006,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,3,topological,0.5090598331525744,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,3,zero,0.14785002562968982,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,3,topological,0.4028594053093439,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,3,zero,0.2105645726488894,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,4,topological,0.360990741613764,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,4,zero,0.024463491258143323,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,4,topological,0.5119083507329278,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,4,zero,0.03076985062212072,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,4,topological,0.6020639940272741,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,4,zero,0.06561829264676287,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,4,topological,0.5500747217253092,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,4,zero,0.12455745326606978,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,4,topological,0.44822592620435475,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,4,zero,0.18370049396465019,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,5,topological,0.3816027238835504,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,5,zero,0.023225473488857496,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,5,topological,0.5491487294596494,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,5,zero,0.027218532025138048,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,5,topological,0.645286481968203,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,5,zero,0.0471974155345963,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,5,topological,0.607835708680877,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,5,zero,0.08747228962145089,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,5,topological,0.5413553121814526,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,5,zero,0.1358204975738862,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,6,topological,0.36763991032770216,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,6,zero,0.028915892773404544,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,6,topological,0.49799773859357277,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,6,zero,0.03707584136396362,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,6,topological,0.6071142607250637,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,6,zero,0.06117631307497549,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,6,topological,0.5811709646134238,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,6,zero,0.10730447695435466,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,6,topological,0.4951157839267218,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,6,zero,0.15622425586317346,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,7,topological,0.3788820915925559,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,7,zero,0.0437296863810883,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,7,topological,0.4643706840284406,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,7,zero,0.08801956103388148,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,7,topological,0.48861206278692465,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,7,zero,0.13723115149424686,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,7,topological,0.3614158849529404,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,7,zero,0.22721801089872593,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,7,topological,0.23386400188557538,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,7,zero,0.2984556838208142,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,8,topological,0.3603173854054057,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,8,zero,0.025351703956710946,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,8,topological,0.5107686740719816,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,8,zero,0.03263866634221359,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,8,topological,0.6235230719344812,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,8,zero,0.06077618161324784,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,8,topological,0.5664018273802692,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,8,zero,0.11831895741299173,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,8,topological,0.46055930062186884,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,8,zero,0.17615182613605768,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,9,topological,0.39206582863888395,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,0,first,9,zero,0.013135539214268063,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,9,topological,0.5282142072399625,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,1,middle,9,zero,0.017506655337088915,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,9,topological,0.6682571427151303,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,2,middle,9,zero,0.022143681396568998,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,9,topological,0.6694176416530467,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,3,middle,9,zero,0.0453485027168533,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,9,topological,0.609282481821211,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-5,4,last,9,zero,0.09154657369131816,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,0,topological,0.2966374792424588,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,0,zero,0.06510460843462855,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,0,topological,0.432640191588711,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,0,zero,0.10749121164534008,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,0,topological,0.3704363256750591,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,0,zero,0.22034780580901225,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,0,topological,0.23550190408470928,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,0,zero,0.3007759319180995,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,0,topological,0.16663046177561047,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,0,zero,0.33121790331690837,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,1,topological,0.3291987678852276,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,1,zero,0.04621844726910995,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,1,topological,0.4832696970631366,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,1,zero,0.08254532525003133,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,1,topological,0.45419700836507226,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,1,zero,0.16570403503877784,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,1,topological,0.31634516159179943,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,1,zero,0.25801427021178414,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,1,topological,0.19239098048231668,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,1,zero,0.31640570874417023,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,2,topological,0.367795085828202,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,2,zero,0.0588646620269054,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,2,topological,0.37278922368174416,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,2,zero,0.14637970225571395,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,2,topological,0.3288645197493715,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,2,zero,0.24105174526269108,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,2,topological,0.18949589790729435,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,2,zero,0.32258509487641296,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,2,topological,0.12107280514515326,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,2,zero,0.3536963122267102,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,3,topological,0.28952220460200595,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,3,zero,0.08643554066831272,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,3,topological,0.38550570995554534,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,3,zero,0.14311352124703786,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,3,topological,0.24653340440372648,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,3,zero,0.29817824358282946,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,3,topological,0.14268155700962024,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,3,zero,0.3502388175329808,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,3,topological,0.09239876833421017,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,3,zero,0.3506376685313918,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,4,topological,0.3064189739004946,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,4,zero,0.062382699446807646,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,4,topological,0.3528160509623949,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,4,zero,0.12956251344353004,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,4,topological,0.3376359948664215,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,2,middle,4,zero,0.24535431273788352,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,4,topological,0.18930467117318597,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,3,middle,4,zero,0.3373369758608106,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,4,topological,0.10841608198989945,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,4,last,4,zero,0.36061315650164155,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,5,topological,0.3235572979847917,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,0,first,5,zero,0.0830858874261021,
GeneralSheaf,,false,True,True,amazon_ratings,5,5,epoch-15,1,middle,5,topological,0.33073390064765046,
