dataset,model,d,layers,normalised,conviction_score,intervention,mode,metric,fold,strategy,pct,value
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,baseline,,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,high,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,high,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,high,0.1,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,high,0.2,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,high,0.3,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,low,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,low,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,low,0.1,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,low,0.2,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,low,0.3,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_high,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_high,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_high,0.1,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_high,0.2,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_high,0.3,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_low,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_low,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_low,0.1,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_low,0.2,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_low,0.3,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_high,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_high,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_high,0.1,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_high,0.2,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_high,0.3,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_low,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_low,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_low,0.1,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_low,0.2,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,deg_matched_low,0.3,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_high,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_high,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_high,0.1,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_high,0.2,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_high,0.3,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_low,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_low,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_low,0.1,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_low,0.2,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,conf_low,0.3,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,random,0.01,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,random,0.05,0.6756756901741028
cornell,GeneralSheaf,2,2,true,last,masking,zero,acc,0,random,0.1,0.6756756901741028
