dataset,model,d,layers,normalised,conviction_score,intervention,mode,metric,criterion,bin,n_nodes,mean,se,n_folds,pct_nodes_remaining,pct_edges_remaining,n_connected_components,giant_component_pct
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,confidence,6,588.0,0.8526654289657267,0.0022922517492007734,10,0.9499914951522367,0.9114069364161848,24.2,0.997538048343778
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,confidence,7,588.0,0.852624420802052,0.002374624042698456,10,0.9499914951522367,0.910035838150289,17.0,0.9984153983885408
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,confidence,8,588.0,0.8527687627599783,0.002218227597084928,10,0.9499914951522367,0.9300855491329478,9.1,0.9992569382273949
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,confidence,9,588.0,0.8536840920860346,0.002169249099480922,10,0.9499914951522367,0.9439142581888247,5.1,0.9996329453894359
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,confidence,10,587.0,0.8536671465638548,0.002130644588707703,10,0.950076543629869,0.9404100192678226,5.5,0.9995882194969117
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,1,588.0,0.8521884802984582,0.0022319010802716193,10,0.9499914951522367,0.9978161849710983,19.3,0.9982452999104744
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,2,588.0,0.853355620084104,0.002185837545905104,10,0.9499914951522367,0.9945589595375722,37.6,0.9957923008057297
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,3,588.0,0.8535421225012133,0.0022249599665858702,10,0.9499914951522367,0.9896067437379577,19.9,0.9978155774395704
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,4,588.0,0.8534769839139547,0.0022428178450137042,10,0.9499914951522367,0.9826988439306359,14.6,0.9986571172784243
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,5,588.0,0.852999255752666,0.0021711569093264414,10,0.9499914951522367,0.9728067437379575,16.7,0.9983885407341091
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,6,588.0,0.8535308706744861,0.0021343267165813626,10,0.9499914951522367,0.9583341040462428,8.7,0.9991584601611458
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,7,588.0,0.8522376223127791,0.0021778584628013593,10,0.9499914951522367,0.9367157996146436,16.4,0.9982990152193375
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,8,588.0,0.8526584813016331,0.0023069230396739943,10,0.9499914951522367,0.8996052023121386,19.9,0.997949865711728
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,9,588.0,0.8521913271461843,0.002234495604848644,10,0.9499914951522367,0.8215165703275531,29.3,0.9972963294538945
tolokers,GeneralSheaf,3,4,true,last,pruning,,auc,degree,10,587.0,0.847923868513593,0.0021180560575271784,10,0.950076543629869,0.538090944123314,92.6,0.9910124429325935
