dataset,model,d,layers,normalised,conviction_score,intervention,mode,metric,criterion,bin,n_nodes,mean,se,n_folds,pct_nodes_remaining,pct_edges_remaining,n_connected_components,giant_component_pct
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,baseline,,0,0.46369426846504214,0.002027363307293457,10,,,,
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,1,1225.0,0.4634819567203522,0.0020340141633971545,10,0.9499836681365343,0.9301246641590544,48.8,0.974341341814587
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,2,1225.0,0.46317165195941923,0.0021029446114717697,10,0.9499836681365343,0.9226888769478775,45.2,0.9695233592641939
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,3,1225.0,0.46330229938030243,0.0021575131691036137,10,0.9499836681365343,0.9189102632993015,47.0,0.9629561181071905
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,4,1225.0,0.4623713880777359,0.002128217461222433,10,0.9499836681365343,0.9162858678130037,46.4,0.9647698457042162
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,5,1225.0,0.4617181092500687,0.002228260817011476,10,0.9499836681365343,0.913247716281569,43.9,0.9679975931576912
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,6,1225.0,0.4621917396783829,0.0022478716639449782,10,0.9499836681365343,0.9122461042450295,34.4,0.9733012421025486
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,7,1224.0,0.4613751441240311,0.0019679715525746026,10,0.9500244977951985,0.9087909725953788,40.3,0.9632327660306
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,8,1224.0,0.46108116805553434,0.001856783659871375,10,0.9500244977951985,0.9045459430413757,33.6,0.9701607357744543
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,9,1224.0,0.46108116805553434,0.0026088874060436434,10,0.9500244977951985,0.8962439548629769,34.6,0.9738052260615436
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,conviction,10,1224.0,0.44465131759643556,0.0025033303473155476,10,0.9500244977951985,0.8299881783987104,80.5,0.9479112944816915
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,1,1225.0,0.4627470225095749,0.0020622438687760477,10,0.9499836681365343,0.9256582482536272,46.4,0.9722697382558989
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,2,1225.0,0.4620447516441345,0.0021834001043683155,10,0.9499836681365343,0.9178721117678666,48.2,0.9677268233979456
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,3,1225.0,0.4619304299354553,0.002047706181933005,10,0.9499836681365343,0.9139742074153681,46.9,0.9676580564748356
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,4,1225.0,0.4619957506656647,0.0024510634205966043,10,0.9499836681365343,0.9105029554003223,48.8,0.9643013710405295
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,5,1225.0,0.46083618998527526,0.0021816396482955084,10,0.9499836681365343,0.9071413218699623,47.1,0.96292603257833
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,6,1225.0,0.4614894658327103,0.0021940761506174028,10,0.9499836681365343,0.9038635142396562,43.1,0.965711092964284
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,7,1224.0,0.4605422139167786,0.0020648622254573782,10,0.9500244977951985,0.9009554003224073,43.5,0.9589908887742823
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,8,1224.0,0.46018292009830475,0.0024548955879396327,10,0.9500244977951985,0.8985932294465341,38.3,0.960439229843562
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,9,1224.0,0.45948064923286436,0.0023284442358277673,10,0.9500244977951985,0.8938721117678667,38.2,0.9704228984012377
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,confidence,10,1224.0,0.45451576113700864,0.002242644873394226,10,0.9500244977951985,0.8826136485760344,32.6,0.9780599965618016
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,degree,1,1225.0,0.46326963901519774,0.002326381905581298,10,0.9499836681365343,0.9345706609349813,19.5,0.9834572570593544
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,degree,2,1225.0,0.4619304180145264,0.0018370554744581802,10,0.9499836681365343,0.9345771090811391,20.7,0.9795891176344178
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,degree,3,1225.0,0.46263269484043124,0.0023986232156106378,10,0.9499836681365343,0.934596453519613,20.3,0.9816951046546611
amazon_ratings,GeneralSheaf,5,5,true,last,pruning,,acc,degree,4,1225.0,0.46235505044460296,0.0024522830077811225,10,0.9499836681365343,0.9345480924234282,20.9,0.9823397945588171
